year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage
2020,1,39,1,1,4,7,200
2010,1,26,2,1,4,18,160
2000,1,32,1,2,2,18,93
2005,1,37,1,2,2,18,120
2010,1,42,1,2,2,18,190
2000,1,31,2,2,3,9,70
2005,1,36,2,2,3,9,120
2010,1,41,2,2,3,9,140
2015,1,46,2,2,3,9,150
2020,8,27,2,2,3,7,185
2015,1,62,1,2,3,12,160
2020,1,67,1,2,3,12,200
2010,1,32,1,2,3,19,250
2015,1,37,1,2,3,19,195
2020,1,42,1,2,3,8,260
2010,1,30,2,2,3,8,250
2015,1,35,2,2,3,14,270
2020,1,40,2,2,3,14,300
2010,1,56,1,2,2,8,120
2010,1,57,2,2,2,7,120
2020,8,40,1,2,5,3,500
2000,1,57,2,2,2,11,50
2015,1,72,2,2,2,11,10
2000,1,62,1,2,2,12,50
2005,1,67,1,2,2,12,78
2010,1,72,1,2,2,12,60
2000,1,29,1,1,5,10,150
2000,1,57,1,2,2,5,120
2000,1,33,1,1,3,8,85
2000,1,74,1,2,4,12,200
2000,1,65,1,3,2,8,58
2005,1,70,1,3,2,19,70
2010,1,36,1,2,5,15,232
2015,15,41,1,2,5,15,650
2020,15,46,1,2,5,15,620
2005,1,39,1,2,5,3,375
2010,8,44,1,2,5,3,660
2005,1,35,2,2,5,3,225
2015,8,45,2,2,5,7,200
2000,1,47,1,2,5,8,220
2005,1,52,1,2,5,13,380
2010,1,57,1,2,5,13,500
2015,1,62,1,2,5,13,500
2015,1,32,1,1,5,15,160
2020,8,37,1,2,5,15,200
2000,1,61,1,2,3,12,100
2005,1,66,1,2,3,12,100
2010,1,71,1,2,3,12,100
2000,1,20,1,1,3,9,70
2005,1,25,1,1,4,9,88
2010,1,30,1,2,4,13,300
2015,8,35,1,2,4,13,320
2005,1,45,2,2,2,9,120
2000,1,55,1,2,2,12,50
2005,1,60,1,2,2,12,80
2005,1,58,2,2,2,14,55
2020,1,52,1,2,2,8,210
2000,1,26,1,1,3,3,100
2005,5,31,1,2,3,3,280
2010,1,36,1,3,3,6,150
2015,1,41,1,3,3,6,210
2020,1,46,1,3,3,6,300
2000,1,36,1,1,3,3,120
2005,1,41,1,2,3,3,200
2015,1,51,1,2,3,3,257
2020,1,56,1,2,3,3,200
2005,1,36,2,2,3,13,145
2020,1,51,2,2,3,12,165
2000,1,38,1,3,3,3,120
2005,1,43,1,2,3,6,75
2010,13,48,1,2,3,14,120
2015,13,53,1,2,3,3,250
2020,13,58,1,2,3,6,250
2005,1,37,2,2,2,3,75
2010,13,42,2,2,2,3,130
2015,13,47,2,2,2,3,150
2020,13,52,2,2,2,3,200
2000,1,46,1,1,4,6,120
2005,1,51,1,1,4,6,100
2010,1,56,1,1,4,6,150
2015,1,61,1,2,4,6,180
2020,1,66,1,2,4,6,250
2010,8,53,1,2,5,6,250
2020,8,63,1,2,5,6,100
2005,8,44,2,2,2,3,100
2020,8,59,2,2,2,9,150
2015,8,28,2,1,4,7,150
2020,8,33,2,1,4,18,250
2015,8,25,1,1,4,18,60
2000,1,81,2,3,1,15,15
2010,1,32,1,2,5,16,225
2010,1,29,2,1,5,13,120
2015,1,34,2,1,5,13,148
2005,1,40,1,2,5,13,300
2010,1,45,1,2,5,12,200
2015,1,50,1,2,5,9,195
2020,1,55,1,2,5,9,350
2000,1,35,2,2,3,18,150
2005,1,40,2,2,3,18,192
2010,1,45,2,2,4,18,100
2015,1,50,2,2,4,12,200
2020,1,55,2,2,4,12,400
2000,1,58,2,2,5,7,30
2005,1,34,1,1,5,16,200
2000,1,27,2,1,5,7,150
2005,1,27,1,1,4,13,150
2010,1,32,1,1,4,13,200
2000,1,55,2,2,2,9,48
2000,1,28,1,1,5,11,120
2005,1,33,1,1,5,11,236
2015,1,43,1,1,5,11,500
2020,1,48,1,1,5,11,700
2000,1,40,2,2,2,7,78
2005,1,45,2,2,2,7,80
2010,1,50,2,3,2,7,150
2020,1,60,2,3,2,14,145
2005,1,20,2,1,3,3,70
2010,1,25,2,1,3,7,145
2020,1,35,2,3,3,7,220
2000,1,33,1,2,5,11,250
2005,8,38,1,2,5,11,200
2010,8,43,1,2,5,11,500
2015,8,48,1,2,5,11,600
2020,8,53,1,2,5,11,750
2000,1,27,2,2,5,16,90
2010,8,37,2,2,5,16,250
2015,8,42,2,2,5,16,250
2020,8,47,2,2,5,16,250
2000,1,58,1,2,2,16,110
2005,1,63,1,2,2,12,65
2010,1,68,1,2,2,12,100
2015,1,73,1,2,2,12,129
2000,1,38,1,2,3,6,135
2000,1,47,1,2,4,5,300
2005,1,52,1,2,4,5,475
2020,1,67,1,2,4,12,400
2005,1,24,2,1,3,17,80
2020,1,38,2,2,5,11,450
2015,8,64,2,3,2,11,130
2005,8,28,1,1,5,6,200
2010,5,33,1,2,5,15,180
2015,5,38,1,2,5,15,300
2000,1,35,1,1,5,7,120
2015,8,57,1,1,3,8,156
2020,8,62,1,1,3,8,195
2010,1,70,1,2,2,7,75
2005,1,31,1,2,5,11,310
2010,1,36,1,2,5,11,400
2015,1,41,1,2,5,11,750
2020,1,46,1,2,5,11,750
2000,8,49,1,2,2,6,130
2005,8,54,1,2,2,6,150
2010,8,59,1,2,2,6,130
2015,8,64,1,2,2,14,200
2020,8,69,1,2,2,6,250
2000,8,41,2,2,2,3,60
2005,8,46,2,2,2,3,100
2010,8,51,2,2,2,3,110
2015,8,56,2,2,2,3,130
2020,8,61,2,2,2,3,160
2010,8,29,2,1,5,10,316
2015,1,34,2,2,5,10,160
2020,8,39,2,2,5,10,430
2005,8,22,2,1,4,9,30
2010,8,27,2,1,5,11,200
2015,8,32,2,1,5,11,350
2010,8,24,2,1,4,17,120
2015,8,29,2,1,4,16,200
2020,8,34,2,1,4,16,230
2010,8,22,2,1,3,7,110
2000,1,32,1,2,4,13,140
2005,1,37,1,2,4,10,270
2010,1,42,1,2,4,13,370
2015,1,47,1,2,4,10,440
2020,1,52,1,2,4,10,450
2000,1,43,1,2,2,3,150
2005,1,48,1,2,2,3,200
2010,1,53,1,2,2,3,250
2020,1,63,1,2,2,6,170
2000,1,39,2,2,2,3,63
2005,1,44,2,2,2,3,70
2020,1,33,1,2,4,16,330
2005,1,44,1,2,5,4,270
2010,1,49,1,2,5,6,400
2020,1,59,1,2,5,6,800
2005,1,40,2,2,3,3,10
2020,1,27,2,1,5,17,200
2010,1,52,2,2,3,18,100
2015,1,57,2,2,3,18,119
2020,1,62,2,2,3,18,250
2015,1,30,2,1,5,16,119
2020,1,35,2,1,5,16,230
2000,1,43,1,2,2,19,120
2010,8,53,1,3,2,6,72
2005,1,25,2,1,4,9,38
2010,8,40,2,2,3,3,150
2015,8,45,2,2,3,3,160
2020,8,50,2,2,3,3,196
2000,8,30,1,2,3,6,180
2010,8,40,1,2,3,6,235
2005,1,67,1,2,3,12,80
2000,1,38,1,2,2,6,104
2005,1,43,1,2,2,6,142
2010,1,48,1,2,2,6,170
2015,1,53,1,2,2,6,200
2020,1,58,1,2,2,6,300
2000,1,37,2,2,2,3,60
2005,1,42,2,2,2,3,80
2010,1,47,2,2,2,3,80
2020,1,57,2,2,2,3,70
2010,1,21,2,2,3,7,80
2015,1,26,2,3,3,17,119
2020,1,31,2,3,3,17,210
2015,1,24,1,1,3,7,190
2000,1,34,1,2,3,3,130
2010,1,44,1,3,3,3,150
2000,1,34,2,2,2,3,90
2010,1,44,2,3,2,9,150
2010,1,29,1,1,4,3,130
2005,1,23,2,1,4,14,95
2010,1,28,2,1,4,11,150
2010,1,26,1,1,4,17,120
2015,8,31,1,2,4,7,280
2020,8,36,1,2,4,7,300
2005,1,55,2,2,2,17,87
2010,1,60,2,2,2,9,95
2005,1,28,2,1,5,18,128
2005,1,59,1,2,2,6,100
2020,8,69,2,3,2,15,27
2005,1,30,2,1,4,16,120
2020,8,43,1,1,3,4,150
2000,8,36,1,2,2,6,150
2005,8,41,1,2,2,6,200
2015,8,51,1,2,2,6,250
2010,8,41,2,2,3,19,120
2015,8,46,2,2,3,3,129
2015,8,21,2,1,4,9,168
2015,8,19,2,1,3,7,72
2015,5,49,2,2,3,9,130
2020,5,54,2,2,3,3,236
2010,5,53,1,2,5,8,250
2015,5,58,1,2,5,8,248
2020,5,63,1,2,5,8,285
2000,1,25,1,1,5,7,110
2005,1,30,1,1,5,13,200
2010,1,35,1,2,5,13,320
2015,1,40,1,2,5,13,450
2020,1,45,1,2,5,13,500
2005,1,28,2,1,4,3,100
2000,1,38,2,2,4,19,90
2000,1,39,1,2,2,6,70
2020,1,59,1,3,2,6,150
2005,1,64,1,2,3,12,85
2010,1,69,1,2,3,12,90
2015,1,74,1,2,3,12,109
2020,1,79,1,2,3,12,120
2000,1,50,2,2,2,7,80
2005,1,55,2,2,2,14,66
2010,1,60,2,2,2,14,70
2000,1,27,1,1,4,9,85
2005,1,32,1,1,4,9,180
2010,1,37,1,1,4,11,300
2020,1,47,1,1,4,7,280
2005,8,27,2,1,4,7,150
2005,8,34,1,2,5,7,230
2015,1,23,2,1,4,18,158
2000,1,51,1,2,2,3,150
2000,1,47,2,2,2,9,80
2010,1,57,2,2,2,17,75
2015,1,62,2,2,2,17,120
2020,1,67,2,3,2,17,170
2000,1,25,1,1,3,9,100
2010,1,35,1,1,3,14,90
2015,1,40,1,1,3,9,180
2020,1,45,1,3,3,9,180
2000,1,35,1,2,5,11,300
2010,8,45,1,2,5,11,583
2020,1,47,1,2,4,11,450
2000,1,28,1,1,4,7,70
2010,1,80,1,2,3,17,20
2000,1,41,1,2,5,7,190
2005,1,46,1,3,5,3,255
2010,1,21,1,1,4,9,100
2015,1,26,1,1,4,7,300
2015,1,24,1,1,2,7,300
2020,1,29,1,1,2,7,230
2005,1,40,2,2,5,16,100
2010,1,45,2,2,5,16,180
2015,8,50,2,2,5,16,250
2020,5,55,2,2,5,16,170
2020,5,22,1,1,4,9,173
2000,1,36,1,2,5,11,210
2005,1,41,1,2,5,11,375
2010,1,46,1,2,5,11,650
2015,1,51,1,2,5,11,750
2020,1,56,1,2,5,7,200
2020,1,64,1,2,5,13,500
2000,1,28,1,1,4,13,80
2010,1,26,2,1,5,11,200
2015,1,31,2,2,5,10,210
2020,1,36,2,2,5,3,300
2015,1,29,1,1,5,13,200
2020,1,34,1,1,5,13,320
2005,1,26,1,1,5,16,146
2010,1,31,1,1,5,16,300
2015,1,36,1,1,5,16,80
2020,1,41,1,1,5,16,230
2005,1,24,1,1,4,18,25
2010,1,29,1,1,5,17,150
2015,1,34,1,1,5,13,300
2020,1,39,1,2,5,13,400
2005,1,62,2,2,2,20,125
2000,1,30,1,2,3,11,190
2005,1,35,1,2,3,11,320
2010,1,40,1,2,3,11,340
2020,1,34,1,1,3,7,140
2000,1,27,1,1,5,16,150
2005,1,32,1,1,5,16,400
2010,1,37,1,1,5,16,270
2015,1,42,1,2,5,16,300
2020,1,47,1,2,5,16,480
2000,1,35,1,1,4,16,90
2010,5,45,1,1,4,16,220
2020,8,55,1,1,4,8,140
2000,1,30,1,2,4,11,220
2005,1,35,1,2,4,11,330
2010,1,40,1,2,4,11,500
2015,1,45,1,2,4,11,600
2005,1,35,2,2,3,11,137
2010,1,40,2,2,3,11,125
2015,1,45,2,2,3,11,240
2020,1,50,2,2,3,11,240
2000,8,58,1,2,2,14,150
2015,8,73,1,2,2,6,200
2000,1,44,1,2,2,3,150
2005,8,49,1,2,2,3,150
2010,8,54,1,2,2,3,150
2015,8,59,1,2,2,3,200
2000,1,44,2,2,2,20,20
2005,8,49,2,2,2,3,80
2010,8,54,2,2,2,9,50
2015,8,59,2,2,2,18,60
2020,10,64,2,2,2,9,170
2005,8,24,1,1,4,9,110
2010,8,22,1,1,4,3,140
2015,8,27,1,1,4,3,200
2005,5,40,1,3,3,18,170
2010,5,45,1,3,3,18,200
2015,5,50,1,3,3,18,260
2020,5,55,1,3,3,18,305
2000,5,28,2,2,3,3,50
2000,1,41,1,2,2,6,140
2005,1,46,1,2,2,6,240
2010,1,51,1,2,2,6,100
2015,1,56,1,2,2,6,80
2020,1,61,1,2,2,6,200
2000,1,36,2,2,2,3,30
2010,1,25,2,1,4,17,200
2015,1,30,2,1,4,17,230
2020,1,35,2,2,4,17,250
2015,1,28,1,1,5,8,250
2000,1,60,2,3,2,11,100
2000,1,28,1,1,2,4,80
2010,1,38,1,1,2,4,140
2015,8,43,1,1,2,6,100
2005,1,45,2,2,5,14,100
2010,1,50,2,2,5,14,120
2015,1,55,2,2,5,14,195
2020,1,60,2,2,5,14,220
2000,1,63,2,2,2,12,70
2005,1,68,2,3,2,12,50
2020,1,83,2,3,2,17,27
2015,1,27,2,1,4,13,130
2020,1,32,2,1,4,13,300
2020,1,29,1,1,5,1,250
2005,1,48,1,3,2,6,72
2010,1,53,1,3,2,6,80
2015,1,58,1,3,2,6,150
2000,1,30,2,1,3,17,70
2020,1,50,2,1,3,19,80
2000,1,27,1,1,3,7,150
2010,1,37,1,2,3,3,250
2015,1,42,1,2,3,7,200
2020,1,47,1,2,3,3,250
2000,1,61,1,2,3,6,60
2000,1,37,2,2,2,3,75
2005,1,42,2,3,2,3,50
2010,1,47,2,3,2,3,80
2015,1,52,2,3,2,3,100
2020,1,57,2,3,2,9,60
2020,1,26,1,1,4,15,200
2005,1,46,2,2,2,3,30
2010,1,24,2,1,5,10,300
2000,1,25,1,1,3,4,110
2005,1,30,1,1,3,4,160
2000,1,51,1,2,2,18,70
2005,1,56,1,2,2,18,118
2000,1,45,2,2,2,20,100
2005,1,50,2,2,2,20,100
2010,1,55,2,2,2,20,100
2000,1,21,2,1,3,4,84
2000,1,33,1,2,3,7,110
2005,8,38,1,3,3,7,320
2010,1,43,1,3,3,6,130
2015,1,48,1,3,3,6,130
2020,1,53,1,3,3,6,200
2005,1,40,2,3,3,3,100
2010,1,42,2,2,3,17,40
2015,1,47,2,2,3,9,100
2020,1,52,2,3,3,9,270
2015,1,26,1,1,4,17,150
2010,1,19,1,1,3,9,130
2015,1,24,1,1,3,18,40
2000,1,30,1,1,3,15,100
2005,1,35,1,2,3,15,240
2010,1,40,1,2,3,15,290
2015,1,45,1,2,3,15,400
2020,1,50,1,2,3,15,450
2010,1,36,2,2,4,17,100
2020,1,20,1,1,4,16,30
2010,1,53,1,2,2,7,175
2000,1,34,2,2,2,9,45
2010,1,44,2,2,2,14,80
2000,1,29,2,1,3,16,130
2005,1,34,2,2,3,11,100
2010,1,39,2,2,3,16,200
2015,1,44,2,2,3,16,250
2020,8,49,2,2,3,19,330
2000,1,40,1,2,3,3,150
2005,1,45,1,2,3,3,150
2010,1,50,1,2,3,3,240
2015,1,55,1,2,3,3,250
2020,8,60,1,2,3,3,300
2000,1,37,2,2,3,3,80
2005,1,42,2,2,3,3,80
2010,1,47,2,2,3,3,170
2015,1,27,1,1,4,9,200
2020,8,32,1,1,4,9,250
2020,8,27,1,1,5,3,200
2015,1,59,1,2,3,3,100
2020,1,64,1,2,3,3,190
2000,1,43,2,2,2,3,100
2005,1,48,2,2,2,3,140
2010,1,53,2,2,2,3,150
2015,1,58,2,3,2,3,173
2015,1,32,1,1,3,18,88
2020,1,37,1,1,3,3,150
2010,1,26,1,1,5,16,40
2015,1,31,1,1,5,16,150
2020,1,36,1,1,5,16,230
2000,1,24,1,1,3,6,105
2015,1,36,1,2,5,16,400
2020,1,41,1,2,5,16,400
2010,1,32,1,2,4,3,150
2015,1,37,1,2,4,3,160
2020,1,42,1,2,4,3,180
2000,1,32,1,2,2,3,140
2010,1,42,1,2,2,6,50
2020,13,52,1,2,2,19,200
2000,1,31,2,2,3,7,42
2015,8,46,2,3,3,11,140
2020,8,51,2,2,3,11,150
2010,1,47,2,2,2,14,97
2020,13,57,2,2,2,17,200
2010,1,48,2,1,2,3,100
2000,1,50,1,2,3,6,160
2005,1,55,1,2,3,6,200
2010,1,60,1,2,3,6,100
2015,1,65,1,2,3,6,80
2000,1,48,2,2,2,3,100
2000,1,25,1,1,3,6,80
2005,1,30,1,1,3,6,140
2010,1,35,1,1,3,6,80
2015,1,40,1,1,3,6,100
2020,1,45,1,1,3,6,150
2005,1,28,1,1,4,6,120
2010,1,33,1,2,4,6,100
2000,1,38,2,2,3,3,80
2005,1,43,2,2,3,3,100
2000,1,42,2,3,2,9,90
2015,1,47,2,2,3,20,120
2010,1,28,2,1,3,8,270
2020,1,28,1,1,4,3,200
2000,1,35,1,1,3,3,150
2000,1,39,1,2,3,6,150
2005,1,44,1,2,3,6,120
2010,1,49,1,2,3,6,100
2015,1,54,1,2,3,6,100
2020,1,59,1,2,3,6,250
2000,1,43,2,2,2,3,80
2005,1,48,2,2,2,3,100
2020,1,63,2,2,2,3,80
2020,1,25,2,1,4,3,160
2000,1,35,1,1,2,8,80
2010,1,45,1,1,2,8,150
2000,1,50,1,2,3,15,42
2000,1,45,2,2,2,9,90
2005,1,24,2,1,5,18,167
2010,1,29,2,1,5,18,280
2015,1,34,2,1,5,18,365
2020,1,39,2,1,5,18,350
2005,1,69,1,2,3,12,80
2010,8,74,1,2,3,15,20
2015,8,79,1,2,3,16,20
2015,8,78,2,2,2,16,20
2015,1,55,1,1,4,16,170
2020,1,60,1,1,4,12,200
2000,1,29,1,1,2,9,120
2015,4,44,1,1,2,14,160
2020,4,49,1,1,2,12,270
2005,1,63,2,2,1,14,90
2000,1,38,1,3,3,8,120
2015,1,24,1,1,3,3,130
2000,1,33,2,2,3,16,100
2005,1,38,2,2,3,9,100
2000,1,34,1,2,3,3,250
2000,1,34,2,2,3,3,10
2020,1,31,1,1,5,15,180
2000,1,53,1,2,5,16,250
2000,1,25,1,1,5,16,130
2000,8,25,1,1,3,3,100
2005,1,30,1,1,3,6,150
2010,1,35,1,3,3,6,200
2015,1,40,1,3,3,6,160
2020,1,45,1,3,3,6,150
2000,1,55,1,2,2,6,140
2005,1,60,1,2,2,6,150
2010,1,65,1,2,2,6,100
2015,1,70,1,2,2,6,80
2005,1,30,1,1,5,6,202
2010,1,35,1,1,5,6,200
2015,1,40,1,1,5,6,300
2020,1,45,1,1,5,6,280
2000,1,53,2,3,2,18,90
2005,1,58,2,3,2,18,96
2000,1,23,1,1,3,3,95
2005,1,28,1,1,3,7,110
2010,1,33,1,1,3,7,300
2020,1,43,1,2,3,7,250
2020,1,53,2,2,3,14,180
2020,1,26,1,1,4,17,70
2005,1,32,1,1,5,19,60
2020,8,47,1,2,5,19,200
2000,1,61,2,3,3,15,11
2005,8,32,1,1,4,7,150
2000,1,51,1,2,3,7,30
2000,1,46,2,2,3,3,70
2005,1,24,2,1,5,16,83
2010,1,29,2,2,5,16,190
2015,1,34,2,2,5,16,190
2020,1,39,2,2,5,16,350
2015,8,33,1,1,5,17,80
2010,1,50,1,2,4,12,270
2015,1,55,1,2,4,12,250
2020,1,60,1,2,4,12,300
2010,1,44,2,2,3,12,240
2015,1,49,2,2,4,12,300
2020,1,54,2,2,5,12,300
2020,8,33,1,2,5,3,330
2005,8,62,1,2,3,12,84
2010,8,67,1,2,3,12,100
2015,8,72,1,2,3,14,135
2000,1,52,2,2,2,9,80
2010,8,62,2,2,2,17,50
2015,8,67,2,2,2,17,113
2020,11,72,2,2,2,17,27
2015,8,40,1,2,4,8,300
2020,8,45,1,2,4,8,300
2015,8,36,1,2,2,3,280
2020,5,73,1,2,2,15,27
2020,5,68,2,2,2,17,40
2005,5,28,1,1,5,3,140
2010,5,31,1,1,3,7,130
2020,8,26,1,1,4,7,130
2000,1,53,2,2,2,9,100
2010,1,56,1,2,3,12,220
2000,1,31,1,1,5,3,200
2005,8,36,1,2,5,3,300
2000,1,24,1,1,2,9,70
2005,1,29,1,1,2,9,500
2010,8,34,1,1,2,9,300
2000,1,53,1,2,3,6,150
2010,1,63,1,3,3,6,180
2015,1,68,1,3,3,6,130
2020,1,73,1,3,3,6,152
2010,1,58,2,3,2,20,80
2015,1,63,2,3,2,20,200
2020,1,68,2,3,2,18,180
2000,1,25,1,1,2,8,80
2020,1,45,1,1,2,7,220
2010,1,31,1,1,4,7,170
2000,1,32,1,1,3,13,130
2010,8,42,1,2,3,18,230
2015,8,47,1,2,3,18,260
2020,8,52,1,2,3,3,280
2000,1,30,2,1,5,10,110
2020,5,50,2,2,5,18,60
2005,1,33,1,1,5,11,200
2010,1,38,1,2,5,11,280
2015,1,43,1,2,5,11,250
2020,1,48,1,2,5,18,240
2000,1,34,1,2,5,8,180
2005,1,39,1,2,5,8,150
2015,1,49,1,2,5,8,150
2005,1,38,2,2,4,16,120
2010,1,43,2,2,4,17,147
2015,1,48,2,2,4,17,130
2005,1,53,2,3,2,15,50
2015,1,63,2,3,2,14,110
2020,1,68,2,3,2,12,135
2000,1,25,1,2,3,18,90
2010,1,35,1,3,3,18,130
2015,14,40,1,3,3,18,120
2020,14,45,1,3,3,18,140
2000,1,22,2,1,3,17,80
2005,1,29,1,1,5,6,200
2010,1,34,1,2,5,6,315
2020,1,44,1,2,5,6,550
2015,1,57,1,2,3,8,120
2010,1,45,2,2,3,7,110
2015,1,50,2,2,3,7,140
2020,1,55,2,3,3,7,120
2010,1,20,2,1,3,6,120
2015,1,25,2,1,4,6,150
2020,1,28,1,1,5,3,200
2000,1,53,1,2,2,15,150
2005,1,58,1,2,2,15,150
2000,1,49,2,2,2,9,110
2005,1,54,2,2,2,9,150
2020,11,69,2,2,2,17,136
2010,1,33,1,2,5,16,240
2015,1,38,1,2,5,15,300
2020,1,43,1,2,5,15,450
2010,5,30,1,2,5,3,240
2015,5,35,1,2,5,3,500
2020,5,40,1,2,5,3,800
2000,1,62,2,3,2,20,50
2005,1,67,2,3,2,20,40
2010,1,72,2,3,2,20,40
2015,1,77,2,3,2,9,30
2020,8,75,2,2,2,17,27
2005,1,34,1,1,5,18,200
2000,1,26,2,1,5,16,130
2005,1,31,2,1,5,16,200
2010,1,36,2,2,5,16,250
2020,1,46,2,2,5,16,400
2015,7,38,1,2,5,3,457
2020,8,43,1,2,5,3,550
2000,1,58,1,2,2,12,100
2010,1,68,1,2,2,12,100
2010,1,62,2,2,2,3,80
2000,1,25,1,1,4,3,100
2000,8,58,1,2,2,12,85
2005,8,63,1,2,2,12,95
2010,8,68,1,2,2,12,129
2015,8,73,1,2,2,12,115
2000,8,52,2,2,2,11,39
2015,8,67,2,2,2,18,50
2020,8,72,2,2,2,14,30
2010,5,41,1,1,3,18,200
2020,8,51,1,1,3,1,330
2005,8,33,1,1,3,7,130
2010,8,36,2,1,3,7,250
2020,1,46,2,2,3,11,700
2000,1,52,1,2,2,9,130
2015,1,67,1,2,2,14,100
2000,1,50,2,2,2,9,80
2020,1,70,2,2,2,9,100
2010,1,27,1,1,3,18,120
2000,1,32,1,2,3,18,150
2010,1,40,2,2,3,3,110
2010,1,37,2,2,5,13,120
2000,1,38,1,2,5,3,180
2005,8,43,1,2,5,3,520
2000,1,55,1,2,2,7,110
2010,11,25,1,1,4,10,140
2015,1,30,1,1,4,13,160
2020,8,33,1,1,4,10,300
2000,1,35,1,2,3,3,70
2005,1,40,1,2,3,3,170
2010,1,45,1,2,3,3,200
2015,1,50,1,2,3,3,220
2020,1,55,1,2,3,3,230
2010,1,42,2,2,2,3,115
2000,1,27,1,1,5,16,100
2005,1,32,1,1,5,16,260
2020,1,26,2,1,4,15,150
2000,1,58,1,2,2,3,100
2005,1,63,1,2,2,14,90
2000,1,54,2,2,2,3,80
2000,1,29,1,1,4,3,100
2010,10,39,1,1,4,3,300
2000,1,27,2,1,4,17,110
2005,1,32,2,1,4,17,150
2000,1,25,2,1,5,13,90
2005,1,30,2,2,5,19,150
2010,1,35,2,3,5,19,170
2005,8,28,2,2,5,16,220
2010,8,33,2,2,5,16,260
2020,8,43,2,2,5,16,352
2000,1,46,1,2,5,4,200
2005,1,51,1,2,5,4,300
2010,1,56,1,2,5,14,300
2015,1,61,1,2,5,18,135
2020,1,66,1,2,5,8,210
2005,1,80,1,2,5,15,80
2000,1,46,1,2,2,8,120
2005,1,51,1,2,2,8,120
2015,1,61,1,2,2,8,140
2020,1,66,1,2,2,8,30
2005,1,31,1,2,4,13,200
2010,1,36,1,2,4,13,250
2015,2,41,1,2,4,13,400
2020,2,46,1,2,4,13,400
2005,1,25,2,1,3,18,70
2020,1,34,1,1,5,3,500
2000,1,50,1,2,3,8,100
2005,1,55,1,2,3,8,150
2010,1,60,1,2,3,8,150
2015,1,65,1,2,3,8,150
2000,1,42,2,2,2,20,60
2005,1,47,2,2,2,20,150
2010,1,52,2,2,2,20,120
2015,1,57,2,2,2,20,180
2000,1,22,2,1,4,18,80
2005,1,27,2,1,4,18,130
2010,1,32,2,2,5,18,150
2000,1,21,2,1,3,11,80
2010,1,31,2,2,4,12,200
2005,1,25,2,1,4,16,80
2000,8,56,1,2,2,18,80
2015,8,71,1,2,2,12,120
2020,8,76,1,2,2,12,150
2015,8,65,2,2,2,12,90
2020,8,70,2,2,2,12,130
2015,1,41,2,2,4,16,55
2020,1,46,2,2,4,16,170
2000,8,24,1,1,3,18,130
2005,8,29,1,1,3,18,150
2005,8,57,1,2,4,7,380
2010,8,62,1,2,4,7,541
2010,1,35,2,1,5,16,200
2010,1,53,1,2,2,14,160
2015,1,58,1,2,2,14,200
2020,1,63,1,2,2,6,200
2000,1,42,2,2,2,20,60
2005,1,47,2,2,2,9,90
2010,1,29,1,1,4,13,200
2015,1,34,1,2,5,13,250
2020,1,39,1,2,5,13,400
2005,1,39,2,2,2,3,100
2000,1,38,1,2,2,3,90
2005,1,41,2,2,3,14,50
2010,1,20,2,1,3,17,150
2000,1,43,2,2,3,11,130
2000,1,56,1,2,5,16,220
2010,8,32,2,1,5,16,230
2000,1,46,2,1,5,16,180
2005,1,51,2,1,5,16,280
2010,1,56,2,1,5,16,480
2020,13,66,1,2,5,1,220
2005,1,39,2,1,3,13,60
2010,1,44,2,1,3,7,95
2015,1,49,2,1,3,7,138
2020,1,54,2,1,3,7,195
2000,1,30,2,1,4,16,120
2000,1,48,1,2,5,7,180
2010,1,25,2,1,5,13,150
2015,19,28,1,1,5,3,250
2020,19,33,1,1,5,3,280
2005,1,39,1,2,5,13,375
2010,1,44,1,2,5,13,450
2015,1,49,1,2,5,13,600
2020,1,54,1,2,5,13,600
2000,1,31,2,2,5,4,120
2005,1,36,2,2,5,4,333
2010,1,41,2,2,5,4,300
2015,1,46,2,2,5,4,400
2020,1,51,2,2,5,4,450
2015,8,53,1,2,3,8,160
2010,8,43,2,3,3,18,120
2020,8,53,2,2,3,7,190
2000,1,30,1,2,3,7,120
2000,1,38,1,2,3,4,140
2005,1,43,1,2,3,4,180
2010,1,48,1,2,3,4,250
2015,1,53,1,2,3,4,250
2020,1,58,1,2,3,4,300
2005,1,44,2,2,3,3,50
2015,1,54,2,2,3,7,100
2020,1,59,2,2,3,7,180
2015,1,24,1,1,3,9,170
2000,1,41,1,2,3,6,130
2005,1,46,1,2,3,6,200
2000,1,31,2,2,3,3,20
2010,1,41,2,3,3,7,120
2015,1,46,2,3,3,7,140
2020,1,51,2,3,3,7,200
2015,1,27,1,1,3,7,200
2020,1,32,1,1,3,7,230
2000,1,31,1,2,5,5,200
2005,1,36,1,2,5,5,450
2000,1,25,2,1,5,16,120
2000,1,40,2,2,3,11,150
2005,1,45,2,2,3,7,35
2010,1,50,2,2,3,14,110
2015,1,55,2,2,3,14,160
2020,8,60,2,2,3,14,100
2005,1,50,1,2,3,16,165
2010,1,55,1,2,3,16,240
2015,1,60,1,2,3,16,180
2020,8,65,1,2,3,14,100
2010,1,24,1,1,4,6,100
2015,1,29,1,1,4,12,180
2020,8,34,1,1,4,12,240
2000,1,46,1,2,5,16,220
2005,1,51,1,2,5,16,350
2010,1,56,1,2,5,16,500
2010,1,25,2,1,5,11,350
2020,1,35,2,2,5,11,500
2010,1,23,1,1,3,18,200
