year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2020,15,34,1,1,5,3,340,10005303
2020,1,32,2,1,5,7,220,10005304
2010,15,51,1,2,5,16,470,10005401
2015,15,56,1,2,5,16,500,10005401
2010,15,48,1,2,4,11,385,10005501
2015,15,53,1,2,4,7,600,10005501
2020,15,58,1,2,4,7,700,10005501
2010,15,44,2,2,4,17,190,10005503
2015,15,49,2,2,4,17,190,10005503
2020,15,54,2,2,4,17,270,10005503
2010,15,67,1,3,2,14,76,10005601
2020,15,77,1,3,2,17,120,10005601
2015,15,66,2,3,2,8,120,10006001
2020,15,71,2,3,2,8,150,10006001
2010,14,54,2,2,2,3,30,10006902
2015,14,59,2,2,2,3,80,10006902
2010,14,39,1,2,4,8,180,10007001
2015,14,44,1,2,4,8,270,10007001
2020,14,49,1,2,4,8,450,10007001
2010,14,34,2,2,4,16,140,10007002
2015,14,39,2,2,4,16,230,10007002
2020,14,44,2,2,4,16,250,10007002
2010,13,55,2,2,2,1,80,10007502
2010,15,29,2,2,3,7,80,10007504
2015,6,34,2,2,3,7,150,10007504
2020,6,39,2,2,3,7,190,10007504
2010,15,38,1,2,3,3,200,10007505
2015,6,43,1,2,3,16,280,10007505
2020,6,48,1,2,3,16,300,10007505
2020,13,71,2,2,1,15,27,10008002
2015,13,38,1,2,4,11,450,10008301
2020,13,43,1,2,4,11,600,10008301
2010,13,81,1,2,2,15,59,10008501
2015,13,86,1,2,2,15,30,10008501
2010,13,53,1,2,2,1,70,10008701
2015,13,58,1,2,2,1,120,10008701
2020,13,63,1,2,2,1,120,10008701
2010,13,49,2,2,3,1,60,10008702
2015,8,63,1,3,2,6,200,10009101
2010,8,60,2,3,2,14,85,10009201
2010,12,73,2,3,1,15,20,10009501
2015,12,78,2,3,1,15,20,10009501
2010,8,47,2,3,3,9,140,10009701
2015,8,52,2,2,3,9,85,10009701
2015,8,53,1,2,3,6,190,10009702
2020,8,58,1,2,3,9,220,10009702
2010,11,53,2,2,2,16,220,10010002
2015,11,58,2,2,2,16,200,10010002
2010,11,47,1,2,5,15,250,10010101
2015,11,52,1,2,5,15,530,10010101
2020,11,57,1,2,5,15,600,10010101
2010,11,43,2,2,3,14,130,10010102
2015,8,24,1,1,4,3,200,10010103
2020,11,29,1,1,4,3,350,10010103
2020,11,27,2,1,4,15,220,10010104
2020,11,24,2,1,4,17,180,10010105
2015,11,50,2,2,3,15,150,10010202
2020,11,55,2,2,3,15,180,10010202
2020,8,26,1,2,2,18,350,10010303
2020,11,23,2,1,3,9,150,10010304
2020,11,67,1,2,2,6,80,10010401
2010,8,33,2,1,3,4,100,10011003
2020,8,41,2,2,3,17,98,10011004
2010,8,47,1,2,3,6,50,10011101
2015,8,52,1,2,3,6,230,10011101
2020,8,57,1,2,3,6,300,10011101
2015,8,47,2,2,3,15,130,10011102
2020,8,22,2,1,3,4,220,10011104
2015,8,72,1,2,2,12,97,10011301
2020,8,77,1,2,2,12,150,10011301
2010,11,47,1,3,5,1,80,10011503
2015,11,52,1,3,5,1,130,10011503
2020,11,57,1,3,5,1,220,10011503
2015,11,28,2,1,5,3,150,10011504
2020,11,23,2,1,4,16,140,10011506
2015,11,70,2,3,3,1,15,10011702
2020,11,75,2,3,3,17,27,10011702
2020,11,51,1,1,3,1,20,10011902
2010,11,65,2,3,2,15,45,10012001
2010,11,28,2,1,3,11,100,10012103
2010,11,56,1,2,2,8,100,10012201
2010,11,45,2,2,2,3,140,10012202
2015,19,50,2,2,2,14,140,10012202
2020,19,55,2,2,2,15,130,10012202
2015,19,25,1,1,4,3,160,10012203
2020,19,30,1,1,4,19,250,10012203
2015,19,24,2,1,4,9,200,10012204
2015,11,72,2,2,2,17,20,10012602
2020,11,77,2,2,2,17,27,10012602
2010,8,46,1,2,3,6,200,10013201
2015,8,51,1,2,3,6,200,10013201
2020,8,56,1,2,3,6,250,10013201
2010,8,33,2,2,3,20,50,10013202
2015,8,38,2,2,3,9,80,10013202
2020,8,43,2,2,3,9,80,10013202
2010,8,40,1,2,4,3,300,10013301
2015,8,45,1,2,4,8,400,10013301
2020,8,50,1,2,4,8,250,10013301
2020,8,50,2,2,4,17,250,10013302
2010,8,54,2,2,3,9,130,10013401
2015,8,59,2,2,3,9,170,10013401
2020,8,64,2,2,3,17,150,10013401
2010,10,62,1,2,2,1,30,10013701
2015,10,67,1,2,2,1,30,10013701
2020,10,83,1,2,2,16,27,10013801
2020,10,83,2,2,2,17,27,10013802
2015,10,60,2,2,2,17,120,10013902
2020,10,65,2,2,2,17,100,10013902
2015,10,38,1,1,3,3,160,10013903
2020,10,43,1,1,3,3,250,10013903
2010,10,45,1,2,3,3,190,10014101
2015,10,50,1,2,3,3,280,10014101
2020,10,55,1,2,3,3,220,10014101
2010,10,42,2,2,3,3,70,10014102
2015,10,47,2,2,3,18,70,10014102
2020,10,52,2,2,3,17,120,10014102
2010,10,61,2,2,3,3,60,10014202
2015,10,66,2,2,3,3,67,10014202
2020,10,71,2,2,3,3,90,10014202
2010,10,50,1,2,3,3,130,10014301
2015,10,77,1,2,3,17,20,10014801
2015,10,74,2,2,3,17,20,10014802
2020,10,27,1,1,5,16,60,10014905
2020,10,54,2,2,3,16,176,10015102
2010,8,31,1,1,4,18,150,10015501
2015,8,36,1,1,4,18,170,10015501
2020,8,41,1,1,4,3,400,10015501
2010,8,49,1,2,3,6,180,10015601
2015,8,54,1,2,3,6,120,10015601
2010,8,49,2,2,3,8,140,10015602
2015,8,54,2,2,3,8,155,10015602
2020,8,59,2,2,3,8,200,10015602
2020,8,28,2,1,3,7,68,10015604
2015,8,22,2,1,3,3,140,10015605
2010,8,33,1,1,3,3,140,10015701
2010,8,39,1,3,3,9,200,10015801
2015,8,44,1,3,3,9,215,10015801
2020,8,49,1,3,3,9,180,10015801
2010,8,40,1,2,2,6,180,10015901
2015,8,45,1,2,2,6,150,10015901
2020,8,50,1,2,2,6,280,10015901
2010,8,42,2,2,2,19,36,10015902
2015,8,47,2,2,2,3,120,10015902
2020,8,52,2,2,2,3,230,10015902
2020,8,23,1,1,3,3,120,10015903
2015,8,47,1,2,5,10,580,10016101
2020,8,52,1,2,5,10,700,10016101
2015,8,43,2,2,5,16,270,10016102
2020,8,48,2,2,5,16,200,10016102
2010,8,45,1,2,5,3,480,10016201
2015,8,50,1,2,5,3,700,10016201
2020,8,55,1,2,5,3,640,10016201
2015,8,45,2,2,5,17,155,10016202
2020,8,24,2,1,4,3,137,10016204
2015,9,51,1,2,5,19,100,10016401
2020,10,56,1,2,5,19,250,10016401
2015,9,52,2,2,4,3,100,10016405
2020,1,34,1,1,4,13,40,10016702
2020,8,30,2,1,4,17,240,10016703
2010,9,58,1,2,3,3,100,10016801
2015,9,63,1,2,3,3,150,10016801
2020,9,68,1,2,3,3,200,10016801
2010,8,28,2,1,5,16,170,10016803
2015,8,33,2,3,5,18,270,10016803
2020,8,38,2,3,5,18,376,10016803
2015,8,31,1,3,4,3,200,10016804
2020,8,36,1,3,4,3,234,10016804
2010,9,64,1,2,3,12,100,10017001
2020,15,73,1,3,2,6,50,10017101
2010,15,41,1,2,3,6,100,10017301
2015,15,46,1,3,3,6,140,10017301
2020,15,51,1,3,3,6,180,10017301
2010,15,38,1,2,3,16,160,10017401
2015,15,43,1,2,3,16,230,10017401
2020,15,48,1,2,3,16,310,10017401
2010,15,34,2,2,4,11,350,10017402
2015,15,39,2,2,4,11,400,10017402
2020,15,44,2,2,4,11,1000,10017402
2010,15,70,1,2,2,12,100,10017501
2015,15,75,1,2,2,14,132,10017501
2020,14,77,1,2,2,17,25,10017701
2020,14,71,2,2,2,17,25,10017702
2010,14,63,2,3,3,9,80,10018101
2015,14,68,2,3,3,18,40,10018101
2010,2,21,2,1,4,3,90,10018202
2015,2,26,2,1,4,3,150,10018202
2020,2,31,2,1,4,3,200,10018202
2015,2,51,1,1,2,6,100,10018302
2015,2,64,1,2,2,6,100,10018501
2015,2,41,1,1,4,6,250,10018603
2020,2,46,1,1,4,6,300,10018603
2010,2,50,2,2,3,9,120,10018702
2015,2,55,2,2,3,9,150,10018702
2020,2,60,2,2,3,9,150,10018702
2015,2,29,1,1,4,3,170,10018803
2020,8,34,1,1,4,3,350,10018803
2015,2,68,2,3,2,9,50,10018901
2020,2,73,2,3,2,9,40,10018901
2015,2,65,2,2,2,15,72,10019102
2020,2,70,2,2,2,17,40,10019102
2010,2,68,1,3,5,17,103,10019201
2015,2,73,1,3,5,17,200,10019201
2010,2,42,1,2,3,6,90,10019301
2015,2,47,1,3,3,4,230,10019301
2020,2,52,1,3,3,5,200,10019301
2020,2,50,2,3,3,7,400,10019302
2020,2,24,1,1,4,7,60,10019303
2020,2,25,2,1,5,13,200,10019403
2010,1,42,1,1,4,3,200,10019803
2020,1,52,1,1,4,3,200,10019803
2015,8,57,1,2,2,6,200,10020001
2015,8,54,2,2,2,6,100,10020002
2020,8,59,2,2,2,9,200,10020002
2020,1,61,2,2,5,17,179,10020102
2010,1,62,1,2,2,12,100,10020201
2015,1,67,1,2,2,12,100,10020201
2010,1,63,2,2,2,12,80,10020202
2020,1,40,2,2,5,14,40,10020302
2010,8,34,1,1,5,3,250,10020501
2015,8,39,1,2,5,3,370,10020501
2010,8,28,1,1,3,3,110,10020601
2015,8,33,1,1,3,3,200,10020601
2020,8,38,1,1,3,3,300,10020601
2010,1,40,2,1,4,16,282,10020701
2015,1,45,2,1,4,16,300,10020701
2010,1,40,1,1,3,6,150,10021001
2010,8,41,1,1,3,7,320,10021501
2015,8,46,1,1,3,7,300,10021501
2020,8,51,1,1,3,7,300,10021501
2020,1,33,1,1,5,15,400,10021603
2020,1,29,2,1,5,13,200,10021604
2010,8,71,2,3,1,1,60,10021801
2015,8,73,1,2,2,14,139,10021901
2010,8,58,2,2,2,15,65,10021902
2010,7,36,1,2,5,13,400,10022001
2015,7,41,1,2,5,3,550,10022001
2020,7,46,1,2,5,3,550,10022001
2010,7,34,2,2,5,16,300,10022002
2015,7,39,2,2,5,16,333,10022002
2020,7,44,2,2,5,16,250,10022002
2010,7,46,1,2,3,3,300,10022201
2010,7,43,2,2,3,17,80,10022202
2015,7,48,2,3,3,3,160,10022202
2020,7,53,2,3,3,3,260,10022202
2015,7,22,2,1,4,7,52,10022203
2020,7,27,2,1,5,8,200,10022203
2015,7,19,2,1,4,7,50,10022204
2020,5,48,2,3,4,17,70,10022301
2010,5,51,1,2,3,7,150,10022501
2015,5,56,1,2,3,7,200,10022501
2020,5,61,1,2,3,7,199,10022501
2010,12,39,1,2,5,3,200,10022601
2015,12,44,1,2,5,3,417,10022601
2010,12,37,2,2,5,16,24,10022602
2015,12,42,2,2,5,16,120,10022602
2010,12,38,1,3,4,3,350,10022701
2015,12,43,1,2,4,3,367,10022701
2020,12,48,1,2,4,3,467,10022701
2015,12,45,2,2,3,3,133,10022704
2015,12,53,2,2,5,7,100,10022902
2020,12,58,2,2,5,7,140,10022902
2020,12,22,1,1,3,7,140,10022904
2015,12,38,1,1,4,6,200,10023103
2020,12,43,1,1,4,6,120,10023103
2010,12,30,2,2,5,17,190,10023104
2010,12,53,1,2,2,6,120,10023201
2015,12,58,1,2,2,6,250,10023201
2020,12,63,1,2,2,6,250,10023201
2010,12,51,2,2,2,9,70,10023202
2015,12,56,2,2,2,18,70,10023202
2010,12,26,2,1,5,17,125,10023203
2015,12,31,2,2,5,17,280,10023203
2020,12,36,2,2,5,17,395,10023203
2015,12,29,1,1,5,9,60,10023204
2020,16,29,1,1,5,10,150,10023505
2010,16,37,1,3,3,7,200,10024201
2015,16,42,1,3,3,6,200,10024201
2020,16,47,1,3,3,6,300,10024201
2010,16,31,1,2,2,8,180,10024301
2010,16,55,1,3,5,12,130,10024601
2015,16,60,1,3,5,12,280,10024601
2020,16,65,1,3,5,12,350,10024601
2010,11,53,2,3,2,9,130,10025002
2015,11,58,2,3,2,9,180,10025002
2010,11,27,1,1,4,3,200,10025003
2020,10,22,1,1,3,3,80,10025403
2015,10,51,1,2,4,3,250,10025501
2020,10,56,1,2,4,3,320,10025501
2010,10,43,2,3,3,9,100,10025601
2015,10,48,2,3,3,19,170,10025601
2015,10,29,1,2,4,3,300,10025602
2020,10,34,1,2,4,3,330,10025602
2010,10,52,2,3,2,9,130,10025701
2015,10,57,2,3,2,3,170,10025701
2015,10,59,1,3,3,6,200,10025801
2020,10,64,1,3,3,6,100,10025801
2015,10,69,2,3,2,14,50,10025901
2020,10,74,2,3,2,14,65,10025901
2020,10,19,2,1,4,3,56,10025904
2010,10,52,2,2,2,12,80,10026002
2015,10,57,2,2,2,12,120,10026002
2020,10,62,2,2,2,12,148,10026002
2010,10,31,1,2,5,13,150,10026003
2015,10,36,1,2,5,13,220,10026003
2020,10,41,1,2,5,13,290,10026003
2010,10,42,1,2,4,3,200,10026101
2015,10,47,1,2,4,3,250,10026101
2020,10,52,1,2,4,3,192,10026101
2020,10,27,1,2,4,3,300,10026303
2010,8,42,1,2,3,6,200,10026401
2010,9,48,1,3,3,7,130,10026603
2015,9,53,1,3,3,7,200,10026603
2020,9,58,1,3,3,7,360,10026603
2010,9,65,1,3,5,6,40,10026702
2015,8,27,2,1,5,3,200,10026803
2015,8,23,2,1,5,16,150,10026804
2010,8,27,1,1,4,18,110,10026903
2015,8,32,1,1,4,18,250,10026903
2010,8,25,2,1,4,16,120,10026904
2010,8,35,1,2,4,3,200,10027001
2015,8,40,1,2,4,3,275,10027001
2020,8,45,1,2,4,14,400,10027001
2010,8,29,2,2,3,17,155,10027002
2010,8,40,2,2,3,18,100,10027104
2015,8,45,2,2,3,7,119,10027104
2020,8,50,2,2,3,3,145,10027104
2015,8,53,1,1,2,6,140,10027107
2020,8,58,1,1,2,7,155,10027107
2010,8,31,1,1,4,14,200,10027301
2010,8,42,2,2,5,11,200,10027402
2010,8,37,1,2,5,3,250,10027601
2015,8,42,1,2,5,3,400,10027601
2020,8,47,1,2,5,3,500,10027601
2015,8,41,2,2,3,8,150,10027602
2020,8,46,2,2,3,8,220,10027602
2010,8,39,1,2,5,3,180,10027901
2015,8,44,1,2,5,3,320,10027901
2020,8,49,1,2,5,3,350,10027901
2010,8,38,1,3,2,6,130,10028001
2010,8,41,1,2,5,16,300,10028101
2015,8,46,1,2,5,16,350,10028101
2020,8,51,1,2,5,16,400,10028101
2010,8,49,1,2,3,10,350,10028501
2010,8,45,2,2,3,16,40,10028502
2020,8,55,2,2,3,17,200,10028502
2020,8,26,1,1,4,8,220,10028503
2015,8,43,1,2,3,3,210,10028601
2020,8,48,1,2,3,3,280,10028601
2010,8,41,2,2,3,9,100,10028602
2015,15,62,2,2,2,3,120,10028802
2020,15,67,2,2,2,3,150,10028802
2010,15,30,1,1,5,6,170,10028804
2015,15,35,1,1,5,6,350,10028804
2020,15,40,1,2,5,6,400,10028804
2010,15,30,2,2,3,11,120,10028905
2020,15,56,2,2,3,20,150,10029102
2020,15,31,1,1,5,9,290,10029103
2015,15,24,2,1,4,13,185,10029104
2010,15,31,1,2,4,3,250,10029201
2015,15,36,1,2,4,3,370,10029201
2020,15,41,1,2,4,8,300,10029201
2015,15,36,2,2,3,12,180,10029202
2010,15,54,1,2,2,15,160,10029401
2010,15,49,2,2,2,1,60,10029402
2015,15,54,2,2,2,1,60,10029402
2010,15,28,1,1,4,3,180,10029403
2015,15,33,1,2,4,3,250,10029403
2010,15,26,2,1,4,17,100,10029404
2010,15,56,1,1,2,6,150,10029601
2015,15,61,1,1,2,6,32,10029601
2015,15,72,2,3,2,15,20,10029901
2020,15,47,2,2,3,17,150,10030002
2010,15,39,1,2,3,8,400,10030101
2015,2,44,1,2,3,5,500,10030101
2020,2,49,1,2,3,5,600,10030101
2010,15,50,1,2,2,1,80,10030501
2015,15,55,1,2,2,15,300,10030501
2020,15,60,1,2,2,15,250,10030501
2010,14,51,2,3,2,3,100,10030601
2015,14,56,2,3,3,9,100,10030601
2020,14,61,2,3,3,17,185,10030601
2015,14,29,1,1,5,16,140,10030602
2020,14,34,1,1,5,16,197,10030602
2020,14,33,2,1,4,3,184,10030603
2010,14,31,1,2,4,3,225,10030701
2015,14,36,1,2,4,3,300,10030701
2020,14,41,1,2,4,3,430,10030701
2015,14,32,2,2,3,3,150,10030702
2020,14,37,2,2,3,13,150,10030702
2010,14,39,2,2,3,9,50,10030802
2015,14,44,2,3,3,7,70,10030802
2020,14,49,2,3,3,7,170,10030802
2015,14,20,2,1,4,9,85,10030803
2010,8,41,1,1,5,18,266,10031301
2010,8,50,1,2,2,8,580,10031401
2015,8,55,1,2,2,8,600,10031401
2020,8,60,1,2,2,8,450,10031401
2015,8,24,2,1,5,18,208,10031404
2020,8,29,2,1,5,3,350,10031404
2010,8,41,1,1,5,18,220,10031501
2010,8,37,1,1,3,3,189,10031601
2015,8,42,1,1,3,6,80,10031601
2020,8,47,1,1,3,6,105,10031601
2010,8,38,1,1,2,3,200,10031701
2015,8,43,1,1,2,3,230,10031701
2020,8,48,1,1,2,3,200,10031701
2010,7,47,1,2,5,16,300,10031801
2015,6,23,2,1,5,17,160,10031903
2020,6,28,2,1,5,17,245,10031903
2010,13,61,1,2,2,1,20,10032101
2015,13,66,1,2,2,1,30,10032101
2020,13,71,1,2,2,1,35,10032101
2020,13,37,1,1,3,1,80,10032103
2010,8,27,1,1,5,3,258,10032501
2015,6,32,1,2,5,3,360,10032501
2020,8,37,1,2,5,3,690,10032501
2015,6,31,2,2,5,16,80,10032502
2010,13,49,2,3,2,1,80,10033101
2020,13,59,2,3,2,1,85,10033101
2015,2,24,1,1,4,3,300,10033404
2020,15,29,1,1,4,3,341,10033404
2010,12,76,2,3,1,1,30,10034101
2020,12,32,1,1,5,3,250,10034203
2020,12,27,1,1,5,3,333,10034205
2020,12,70,2,3,2,1,60,10034402
2010,12,38,1,1,3,18,180,10034403
2015,16,51,1,2,3,1,150,10034901
2020,16,56,1,2,3,1,220,10034901
2015,16,19,1,1,3,6,70,10034904
2010,16,46,1,2,3,15,80,10035201
2015,16,51,1,2,3,15,150,10035201
2020,16,56,1,2,3,15,180,10035201
2010,8,29,2,1,3,19,150,10035301
2015,8,34,2,1,3,19,200,10035301
2010,8,35,1,1,5,3,300,10035401
2010,8,31,1,1,5,9,250,10035601
2015,8,36,1,2,5,9,250,10035601
2020,8,41,1,3,5,9,300,10035601
2010,11,50,1,3,2,15,50,10035901
2010,11,65,2,3,2,15,80,10036001
2015,11,70,2,3,2,15,20,10036001
2020,11,75,2,3,2,15,27,10036001
2020,11,46,1,1,2,8,150,10036002
2010,11,73,1,2,2,14,40,10036101
2010,4,47,1,1,5,12,190,10036301
2020,11,47,1,2,3,3,80,10036603
2010,11,64,2,3,1,1,60,10037001
2020,11,36,1,1,3,19,170,10037303
2010,11,74,1,2,2,14,80,10037501
2015,11,79,1,2,2,14,120,10037501
2020,11,84,1,2,2,15,27,10037501
2015,11,76,2,2,2,18,150,10037602
2015,11,60,1,2,2,6,60,10037901
2020,11,65,1,2,2,7,60,10037901
2010,11,55,2,2,2,9,150,10037902
2015,11,60,2,2,2,9,100,10037902
2020,11,65,2,2,2,9,80,10037902
2010,11,37,1,1,4,11,160,10038003
2010,11,36,1,2,4,12,175,10038101
2015,11,41,1,2,4,12,190,10038101
2010,11,36,2,2,3,3,150,10038102
2015,11,41,2,2,3,3,138,10038102
2010,11,65,2,3,2,14,72,10038105
2015,11,70,2,3,2,14,87,10038105
2010,11,54,1,2,2,3,300,10038201
2015,11,59,1,2,2,6,250,10038201
2020,11,64,1,2,2,3,310,10038201
2015,8,26,1,1,4,3,208,10038203
2010,11,40,1,2,3,8,265,10038301
2015,11,45,1,2,3,8,400,10038301
2020,11,50,1,2,3,8,465,10038301
2010,11,36,2,2,3,17,150,10038302
2015,11,41,2,2,3,17,167,10038302
2020,11,46,2,2,3,17,190,10038302
2010,8,58,1,2,2,6,85,10038601
2015,8,63,1,2,2,18,170,10038601
2010,8,50,2,2,2,17,148,10038602
2020,8,60,2,2,2,20,100,10038602
2010,11,29,1,1,3,3,154,10038603
2015,8,34,1,2,3,13,170,10038603
2020,8,39,1,2,3,13,250,10038603
2010,1,27,2,1,3,19,100,10038604
2015,8,32,2,1,4,7,84,10038604
2015,9,75,1,2,2,17,20,10038701
2020,9,80,1,2,2,17,27,10038701
2020,9,78,2,2,2,17,27,10038702
2010,10,69,1,3,2,17,20,10039001
2015,10,77,1,2,2,1,100,10039101
2015,10,67,2,2,2,3,70,10039202
2020,10,72,2,3,2,3,70,10039202
2015,10,54,2,3,2,17,20,10039401
2015,10,31,1,1,3,17,83,10039402
2020,10,36,1,1,3,17,230,10039402
2015,8,58,1,2,2,3,250,10039501
2020,8,63,1,2,2,3,250,10039501
2020,8,72,1,2,1,12,130,10039701
2010,8,30,1,2,3,8,150,10039801
2010,8,53,2,2,3,3,40,10039903
2015,8,46,1,1,2,8,100,10040001
2020,11,51,1,2,2,15,87,10040001
2010,8,36,1,2,5,15,320,10040301
2015,8,41,1,2,5,15,320,10040301
2020,8,46,1,2,5,15,450,10040301
2010,8,36,2,2,4,16,147,10040302
2015,8,41,2,2,4,17,150,10040302
2020,8,46,2,2,4,17,350,10040302
2015,8,51,2,2,3,18,120,10040401
2020,8,56,2,2,3,17,190,10040401
2015,8,53,1,2,4,6,200,10040402
2020,8,58,1,2,4,6,300,10040402
2010,8,21,2,1,4,17,100,10040403
2015,8,26,2,1,4,17,180,10040403
2020,8,21,1,1,3,18,80,10040406
2010,8,43,1,3,2,3,143,10040501
2015,8,48,1,3,3,3,240,10040501
2020,8,53,1,3,3,3,280,10040501
2020,8,27,1,2,5,3,190,10040502
2020,8,25,1,1,4,19,180,10040503
2010,9,34,1,1,2,14,200,10040601
2010,8,64,2,3,3,9,16,10040701
2010,15,45,1,2,4,12,250,10040901
2015,15,50,1,2,4,6,200,10040901
2020,15,55,1,3,4,4,220,10040901
2015,15,47,2,2,2,3,50,10040902
2010,15,46,1,2,2,6,180,10041001
2015,15,51,1,2,2,6,160,10041001
2020,15,56,1,2,2,6,240,10041001
2015,15,48,2,2,2,9,100,10041002
2020,15,27,2,1,3,9,150,10041003
2020,15,46,1,1,3,8,180,10041103
2010,15,37,1,1,3,3,250,10041202
2015,15,42,1,1,3,3,225,10041202
2020,15,47,1,1,3,3,240,10041202
2010,15,55,2,2,2,3,130,10041301
2010,15,55,1,2,2,1,140,10041302
2015,15,60,1,2,2,15,230,10041302
2020,15,65,1,2,2,15,150,10041302
2010,15,63,2,2,1,1,60,10041402
2015,15,50,1,2,4,15,350,10041403
2020,15,55,1,2,4,15,430,10041403
2015,15,47,2,2,3,3,150,10041404
2020,15,52,2,2,3,3,190,10041404
2010,14,64,2,2,3,9,80,10042002
2015,14,69,2,2,3,9,35,10042002
2020,14,74,2,3,3,17,150,10042002
2010,3,52,1,2,3,3,150,10042701
2015,3,57,1,2,3,3,240,10042701
2020,3,62,1,2,3,3,220,10042701
2015,3,55,2,2,3,12,20,10042702
2020,3,60,2,2,3,20,100,10042702
2015,14,31,2,2,4,11,280,10042703
2020,3,36,2,2,4,11,330,10042703
2015,3,28,2,1,4,11,330,10042704
2020,3,32,1,1,4,3,320,10042902
2010,3,78,2,3,2,17,20,10043001
2015,3,83,2,3,2,17,20,10043001
2010,4,47,2,3,3,3,160,10043201
2015,4,52,2,3,3,3,71,10043201
2010,4,19,1,1,4,9,90,10043203
2015,4,24,1,1,4,18,120,10043203
2010,4,33,2,2,4,3,140,10043302
2010,4,69,1,2,2,12,55,10043501
2015,4,74,1,2,2,8,100,10043501
2020,4,79,1,2,2,8,140,10043501
2010,4,43,1,2,5,16,370,10043503
2015,4,48,1,2,5,16,500,10043503
2020,4,53,1,2,5,16,390,10043503
2010,4,43,2,2,5,16,200,10043504
2015,4,48,2,2,5,16,350,10043504
2020,4,53,2,2,5,16,300,10043504
2010,4,45,1,2,2,6,250,10043601
2015,4,50,1,2,2,6,70,10043601
2020,4,55,1,2,2,6,400,10043601
2010,4,44,2,2,3,9,80,10043602
2015,4,49,2,2,3,9,150,10043602
2020,4,54,2,2,3,14,182,10043602
2020,4,29,1,1,4,3,260,10043603
2020,4,26,1,1,4,3,240,10043604
2010,4,47,1,2,3,6,200,10043701
2015,4,34,1,1,5,16,150,10043802
2020,4,39,1,1,5,16,250,10043802
2010,8,28,1,1,4,3,210,10043901
2015,8,33,1,1,4,3,258,10043901
2015,4,51,2,3,3,9,140,10044001
2010,4,45,2,2,2,18,60,10044102
2020,2,61,1,2,3,3,350,10044201
2015,2,22,2,1,5,15,130,10044203
2020,2,27,2,1,5,9,80,10044203
2010,15,37,1,2,5,16,300,10044303
2015,15,42,1,2,5,16,400,10044303
2020,15,47,1,2,5,16,500,10044303
2010,2,69,1,2,2,1,80,10044801
2015,2,44,1,1,5,14,240,10044803
2020,2,49,1,1,5,6,320,10044803
2010,2,36,1,1,5,7,200,10044804
2010,2,65,1,2,3,8,200,10044901
2010,2,36,2,1,3,9,120,10045001
2010,1,41,1,2,5,10,200,10045201
2015,1,46,1,2,5,13,200,10045201
2020,8,51,1,2,5,10,300,10045201
2010,1,39,1,2,5,7,380,10045301
2010,1,46,1,2,3,7,180,10045401
2015,8,51,1,2,3,7,250,10045401
2010,1,39,1,2,3,3,230,10045501
2015,1,44,1,2,3,4,230,10045501
2015,1,41,2,2,3,18,70,10045502
2020,1,46,2,2,3,6,180,10045502
2010,5,27,1,1,3,9,200,10045702
2015,5,55,1,2,3,3,200,10045802
2020,5,60,1,2,3,3,320,10045802
2020,5,34,1,1,5,15,400,10045803
2015,5,27,1,1,4,7,272,10045804
2020,5,59,1,2,4,8,400,10045901
2010,5,49,2,2,3,6,115,10045902
2015,5,54,2,2,3,13,163,10045902
2020,5,59,2,2,3,13,240,10045902
2015,5,25,1,1,3,7,250,10045906
2010,10,32,1,2,4,7,150,10046201
2020,10,41,2,3,3,3,220,10046202
2010,10,39,1,2,2,3,200,10046301
2015,9,44,1,2,3,3,210,10046301
2020,9,49,1,2,3,3,300,10046301
2015,9,44,2,2,3,3,180,10046302
2020,9,49,2,2,3,3,300,10046302
2010,9,41,2,2,3,16,80,10046702
2015,9,46,2,2,3,16,120,10046702
2020,9,51,2,2,3,16,140,10046702
2020,9,23,2,1,5,15,230,10046704
2010,8,47,1,2,5,16,420,10046801
2015,8,52,1,2,5,16,470,10046801
2020,8,57,1,2,5,16,400,10046801
2010,8,43,2,2,5,17,70,10046802
2015,8,48,2,2,5,3,130,10046802
2020,8,53,2,2,5,3,80,10046802
2020,8,27,2,1,5,13,200,10046803
2015,8,48,1,2,5,6,500,10046901
2010,8,33,1,2,3,6,210,10047301
2015,8,38,1,2,3,6,330,10047301
2020,8,43,1,2,3,6,320,10047301
2010,8,31,2,2,3,3,85,10047302
2015,8,36,2,2,3,3,130,10047302
2020,8,41,2,2,3,3,195,10047302
2015,14,47,1,2,3,6,180,10047501
2020,14,52,1,2,3,6,200,10047501
2010,14,40,2,2,3,18,150,10047502
2015,14,45,2,2,3,18,100,10047502
2020,14,50,2,2,3,18,150,10047502
2015,14,45,1,1,3,7,150,10047603
2020,14,50,1,2,3,7,210,10047603
2010,14,72,2,3,2,8,70,10047801
2020,14,82,2,3,2,15,27,10047801
2010,14,63,1,2,2,9,100,10047901
2010,14,59,2,2,2,6,150,10047902
2015,14,64,2,3,2,6,150,10047902
2020,14,69,2,3,2,9,220,10047902
2010,14,36,1,1,3,6,150,10047903
2010,14,42,1,2,3,3,250,10048001
2015,14,47,1,2,3,3,500,10048001
2010,14,36,2,2,3,8,140,10048002
2010,13,50,1,1,2,1,30,10048301
2015,13,29,1,2,3,3,230,10048804
2015,13,29,2,2,3,11,100,10048805
2020,13,34,2,2,3,17,190,10048805
2010,12,44,2,2,2,9,120,10049002
